NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,WARD,CITIZENSHIP_CANADIAN_CITIZEN,CITIZENSHIP_NON_CANADIAN_CITIZEN,CITIZENSHIP_NO_RESPONSE,CITY_RESOURCE_ACCESS_CITY_WEBSITE,CITY_RESOURCE_ACCESS_311_PHONE_IN,CITY_RESOURCE_ACCESS_NEWSPAPERS,CITY_RESOURCE_ACCESS_RADIO,CITY_RESOURCE_ACCESS_COMMUNITY_NEWSLETTER,CITY_RESOURCE_ACCESS_SOCIAL_MEDIA,CITY_RESOURCE_ACCESS_IN_PERSON,CITY_RESOURCE_ACCESS_BILLBOARDS,CITY_RESOURCE_ACCESS_PAMPHLETS,CITY_RESOURCE_ACCESS_OTHER,CITY_RESOURCE_ACCESS_NO_RESPONSE,DWELLING_UNIT_OWNERSHIP_OWNED,DWELLING_UNIT_OWNERSHIP_RENTED,DWELLING_UNIT_OWNERSHIP_NO_RESPONSE,DWELLING_UNIT_STATUS_OCCUPIED,DWELLING_UNIT_STATUS_UNOCCUPIED,DWELLING_UNIT_STATUS_NO_LONGER_IN_USE,DWELLING_UNIT_STATUS_NO_RESPONSE,EMPLOYMENT_STATUS_PRESCHOOL,EMPLOYMENT_STATUS_KINDERGARTEN-GR.6,EMPLOYMENT_STATUS_GR.7-GR.9,EMPLOYMENT_STATUS_GR.10-GR.12,EMPLOYMENT_STATUS_POST_SECONDARY_STUDENT,EMPLOYMENT_STATUS_HOMEMAKER,EMPLOYMENT_STATUS_EMPLOYED_0-30_HRS,EMPLOYMENT_STATUS_EMPLOYED_30+_HRS,EMPLOYMENT_STATUS_UNEMPLOYED,EMPLOYMENT_STATUS_RETIRED,EMPLOYMENT_STATUS_PERMANENTLY_UNABLE_TO_WORK,EMPLOYMENT_STATUS_NO_RESPONSE,HOUSEHOLD_LANGUAGE_ENGLISH_ONLY,HOUSEHOLD_LANGUAGE_ARABIC,HOUSEHOLD_LANGUAGE_CANTONESE,HOUSEHOLD_LANGUAGE_FRENCH,HOUSEHOLD_LANGUAGE_GERMAN,HOUSEHOLD_LANGUAGE_MANDARIN,HOUSEHOLD_LANGUAGE_PANJABI_PUNJABI,HOUSEHOLD_LANGUAGE_SPANISH,HOUSEHOLD_LANGUAGE_TAGALOG_PILIPINO_FILIPINO,HOUSEHOLD_LANGUAGE_UKRAINIAN,HOUSEHOLD_LANGUAGE_OTHER,HOUSEHOLD_LANGUAGE_NO_RESPONSE,CAR/TRUCK/VAN_AS_DRIVER,PRIMARY_TRANSPORTATION_CAR/TRUCK/VAN_AS_PASSENGER,PRIMARY_TRANSPORTATION_TRANSIT,PRIMARY_TRANSPORTATION_WALK,PRIMARY_TRANSPORTATION_BICYCLE,PRIMARY_TRANSPORTATION_OTHER,PRIMARY_TRANSPORTATION_NO_RESPONSE,MARITAL_STATUS_MARRIED,MARITAL_STATUS_COMMON-LAW,MARITAL_STATUS_SEPARATED/DIVORCED,MARITAL_STATUS_NEVER_MARRIED,MARITAL_STATUS_WIDOWED,MARITAL_STATUS_NO_RESPONSE,PREVIOUS_RESIDENCE_ELSEWHERE_IN_EDMONTON,PREVIOUS_RESIDENCE_ELSEWHERE_IN_ALBERTA,PREVIOUS_RESIDENCE_ATLANTIC_CANADA,PREVIOUS_RESIDENCE_ONTARIO/QUEBEC,PREVIOUS_RESIDENCE_TERRITORIES/MANITOBA/SASKATCHEWAN,PREVIOUS_RESIDENCE_BRITISH_COLUMBIA,PREVIOUS_RESIDENCE_OUTSIDE_CANADA,PREVIOUS_RESIDENCE_NO_RESPONSE,SCHOOL_RESIDENCY_PUBLIC,SCHOOL_RESIDENCY_CATHOLIC,SCHOOL_RESIDENCY_NO_RESPONSE,STRUCTURE_TYPE_SINGLE_DETACHED_HOUSE,STRUCTURE_TYPE_DUPLEX/FOURPLEX,STRUCTURE_TYPE_ROW_HOUSE,STRUCTURE_TYPE_APARTMENT_5+_STORIES,STRUCTURE_TYPE_APARTMENT_1-4_STORIES,STRUCTURE_TYPE_MANUFACTURED/MOBILE_HOME,STRUCTURE_TYPE_INSTITUTION/COLLECTIVE_RESIDENCE,STRUCTURE_TYPE_HOTEL/MOTEL,STRUCTURE_TYPE_RV/TENT/OTHER,STRUCTURE_TYPE_NO_RESPONSE,TERM_OF_RESIDENCE_5_YEARS_OR_MORE,TERM_OF_RESIDENCE_3_YEARS_TO_LESS_THAN_5_YEARS,TERM_OF_RESIDENCE_1_YEAR_TO_LESS_THAN_3_YEARS,TERM_OF_RESIDENCE_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_CHILD_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_NO_RESPONSE,AGE_0 FEMALE,AGE_0 MALE,AGE_1 FEMALE,AGE_1 MALE,AGE_10 FEMALE,AGE_10 MALE,AGE_11 FEMALE,AGE_11 MALE,AGE_12 FEMALE,AGE_12 MALE,AGE_13 FEMALE,AGE_13 MALE,AGE_14 FEMALE,AGE_14 MALE,AGE_15 FEMALE,AGE_15 MALE,AGE_16 FEMALE,AGE_16 MALE,AGE_17 FEMALE,AGE_17 MALE,AGE_18 FEMALE,AGE_18 MALE,AGE_19 FEMALE,AGE_19 MALE,AGE_2 FEMALE,AGE_2 MALE,AGE_20 FEMALE,AGE_20 MALE,AGE_21 FEMALE,AGE_21 MALE,AGE_22 FEMALE,AGE_22 MALE,AGE_23 FEMALE,AGE_23 MALE,AGE_24 FEMALE,AGE_24 MALE,AGE_25 FEMALE,AGE_25 MALE,AGE_26 FEMALE,AGE_26 MALE,AGE_27 FEMALE,AGE_27 MALE,AGE_28 FEMALE,AGE_28 MALE,AGE_29 FEMALE,AGE_29 MALE,AGE_3 FEMALE,AGE_3 MALE,AGE_30 FEMALE,AGE_30 MALE,AGE_31 FEMALE,AGE_31 MALE,AGE_32 FEMALE,AGE_32 MALE,AGE_33 FEMALE,AGE_33 MALE,AGE_34 FEMALE,AGE_34 MALE,AGE_35 FEMALE,AGE_35 MALE,AGE_36 FEMALE,AGE_36 MALE,AGE_37 FEMALE,AGE_37 MALE,AGE_38 FEMALE,AGE_38 MALE,AGE_39 FEMALE,AGE_39 MALE,AGE_4 FEMALE,AGE_4 MALE,AGE_40 FEMALE,AGE_40 MALE,AGE_41 FEMALE,AGE_41 MALE,AGE_42 FEMALE,AGE_42 MALE,AGE_43 FEMALE,AGE_43 MALE,AGE_44 FEMALE,AGE_44 MALE,AGE_45 FEMALE,AGE_45 MALE,AGE_46 FEMALE,AGE_46 MALE,AGE_47 FEMALE,AGE_47 MALE,AGE_48 FEMALE,AGE_48 MALE,AGE_49 FEMALE,AGE_49 MALE,AGE_5 FEMALE,AGE_5 MALE,AGE_50 FEMALE,AGE_50 MALE,AGE_51 FEMALE,AGE_51 MALE,AGE_52 FEMALE,AGE_52 MALE,AGE_53 FEMALE,AGE_53 MALE,AGE_54 FEMALE,AGE_54 MALE,AGE_55 FEMALE,AGE_55 MALE,AGE_56 FEMALE,AGE_56 MALE,AGE_57 FEMALE,AGE_57 MALE,AGE_58 FEMALE,AGE_58 MALE,AGE_59 FEMALE,AGE_59 MALE,AGE_6 FEMALE,AGE_6 MALE,AGE_60 FEMALE,AGE_60 MALE,AGE_61 FEMALE,AGE_61 MALE,AGE_62 FEMALE,AGE_62 MALE,AGE_63 FEMALE,AGE_63 MALE,AGE_64 FEMALE,AGE_64 MALE,AGE_65 FEMALE,AGE_65 MALE,AGE_66 FEMALE,AGE_66 MALE,AGE_67 FEMALE,AGE_67 MALE,AGE_68 FEMALE,AGE_68 MALE,AGE_69 FEMALE,AGE_69 MALE,AGE_7 FEMALE,AGE_7 MALE,AGE_70 FEMALE,AGE_70 MALE,AGE_71 FEMALE,AGE_71 MALE,AGE_72 FEMALE,AGE_72 MALE,AGE_73 FEMALE,AGE_73 MALE,AGE_74 FEMALE,AGE_74 MALE,AGE_75 FEMALE,AGE_75 MALE,AGE_76 FEMALE,AGE_76 MALE,AGE_77 FEMALE,AGE_77 MALE,AGE_78 FEMALE,AGE_78 MALE,AGE_79 FEMALE,AGE_79 MALE,AGE_8 FEMALE,AGE_8 MALE,AGE_80 FEMALE,AGE_80 MALE,AGE_81 FEMALE,AGE_81 MALE,AGE_82 FEMALE,AGE_82 MALE,AGE_83 FEMALE,AGE_83 MALE,AGE_84 FEMALE,AGE_84 MALE,AGE_85+ FEMALE,AGE_85+ MALE,AGE_9 FEMALE,AGE_9 MALE,AGE_No Response FEMALE,AGE_No Response MALE
5270,LENDRUM PLACE,Ward 10,1351,135,397,394,218,316,302,396,151,75,164,253,205,230,449,161,215,825,22,21,0,74,83,47,59,110,52,107,591,42,297,20,401,511,1,5,10,9,10,4,7,4,5,34,225,513,45,218,56,26,29,375,663,84,106,567,59,404,88,34,0,7,5,13,16,12,1057,200,626,617,2,0,0,204,0,45,0,0,0,873,190,180,175,23,442,10,16,7,7,4,5,11,3,4,5,5,8,12,7,7,9,7,13,9,11,1,15,9,6,4,8,12,7,10,11,14,15,9,16,15,12,8,14,8,10,6,7,7,12,4,5,7,11,7,9,8,6,6,5,10,7,9,7,14,9,7,12,12,5,6,10,6,8,7,9,6,10,9,12,10,7,14,13,13,9,15,5,13,10,11,10,9,14,8,10,7,3,20,13,15,20,8,11,11,9,8,11,12,16,9,8,21,14,12,11,11,10,5,5,8,8,14,12,7,5,9,3,8,11,5,4,9,8,7,5,12,4,10,4,11,5,8,10,11,7,6,11,1,8,10,3,15,5,6,6,10,5,5,8,7,2,1,6,8,6,8,9,7,6,5,3,3,10,38,37,9,7,166,158
4485,LEWIS FARMS INDUSTRIAL,Ward 1,47,1,26,7,8,8,5,1,2,1,2,1,6,11,17,6,10,33,2,12,0,1,2,2,1,0,2,3,22,1,11,2,27,14,0,0,2,1,1,0,1,0,1,2,11,24,2,0,1,0,2,11,15,4,7,20,2,26,9,0,0,0,0,0,0,0,40,7,27,43,0,0,0,0,2,0,0,2,0,30,0,7,9,0,28,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,17
3280,LORELEI,Ward 3,3525,287,338,630,263,357,307,126,206,71,94,150,251,208,939,382,112,1433,28,22,0,252,340,145,176,156,190,279,1542,159,519,58,334,740,141,28,36,9,19,6,15,33,8,235,163,1568,112,307,27,3,67,921,1523,147,236,1758,128,358,236,50,11,31,13,10,18,22,2253,975,922,826,120,372,0,165,0,0,0,0,0,2291,552,492,391,35,389,21,19,23,31,19,29,25,21,13,17,14,35,22,29,21,31,23,30,25,21,26,22,24,33,20,26,26,33,25,28,24,22,23,33,27,29,27,35,35,29,30,23,17,25,28,29,35,25,19,33,31,18,19,28,33,14,19,21,21,20,15,25,21,19,28,17,18,20,23,23,27,13,25,21,21,16,28,27,14,23,19,24,19,26,23,19,21,13,23,23,31,23,30,28,26,24,32,20,33,26,30,21,27,30,21,26,31,22,25,25,25,17,36,21,31,20,20,20,28,17,22,23,27,22,21,21,19,22,26,18,15,22,20,16,32,17,10,6,13,15,10,18,9,17,5,11,11,10,12,8,13,9,8,9,4,6,12,22,9,7,7,5,5,4,4,5,1,3,19,14,26,18,259,277
4270,LYMBURN,Ward 5,4989,472,547,1210,554,657,651,251,339,91,405,483,472,245,1588,370,187,2145,55,4,0,305,404,218,227,266,199,376,2727,144,495,84,563,1351,21,69,65,13,28,7,26,129,11,195,230,2612,220,527,42,2,89,1011,2179,354,379,2412,135,549,367,58,7,24,16,29,43,40,3649,1528,831,1516,94,592,0,1,0,0,0,1,0,3326,792,668,584,47,591,20,26,20,38,17,17,21,37,30,39,28,38,38,30,36,43,33,29,32,39,33,42,41,53,26,26,37,37,34,42,45,45,28,40,42,44,40,49,42,36,41,40,47,34,28,46,31,41,40,32,44,38,36,40,43,29,28,40,27,28,40,36,41,37,31,34,30,29,38,44,35,32,37,31,48,37,41,31,33,39,46,29,39,34,40,32,48,30,42,45,28,37,61,36,64,51,60,36,46,46,41,44,51,36,48,44,37,40,47,51,39,42,20,34,36,40,34,29,31,36,22,26,23,33,24,26,30,21,21,18,20,19,17,17,26,45,12,8,14,10,13,11,13,7,10,9,4,8,6,7,6,5,8,6,6,5,21,26,5,3,4,4,2,11,3,0,5,5,17,11,30,33,392,389
4280,LYNNWOOD,Ward 5,2327,563,614,645,242,397,234,145,159,54,88,161,287,359,598,534,280,1412,28,24,0,105,208,70,94,146,84,204,1381,99,402,63,648,786,9,16,19,19,19,7,9,114,9,83,322,1151,80,392,44,4,49,659,1193,181,199,1194,103,634,270,53,8,28,5,22,57,55,1924,730,850,822,0,0,354,287,0,1,0,0,0,1362,451,481,498,32,680,15,12,11,14,11,12,12,18,15,17,8,10,12,15,15,18,16,21,8,17,20,21,16,17,16,11,18,23,25,21,33,28,26,19,24,20,17,26,19,30,14,29,21,18,21,15,7,7,14,18,12,20,27,21,15,18,16,14,19,11,20,22,15,12,20,20,17,23,13,12,25,21,14,19,17,14,19,14,16,15,22,19,16,21,22,21,19,18,24,18,11,11,24,13,26,25,25,17,18,28,23,19,22,19,24,20,20,27,18,12,12,9,16,10,26,11,16,16,21,15,13,5,12,11,13,10,8,17,7,8,8,10,9,9,19,12,10,11,9,8,11,3,11,9,5,5,16,4,9,5,4,8,9,10,9,6,14,13,13,11,4,3,5,7,11,7,5,3,37,28,16,12,406,425
5452,MACEWAN,Ward 9,4596,705,533,1245,404,824,802,574,559,440,709,561,306,276,1479,691,174,2344,28,61,0,286,474,142,159,239,242,341,2864,137,380,29,541,1495,31,75,55,18,109,20,47,90,7,245,152,2740,184,748,22,3,118,551,2310,321,256,2209,117,621,360,95,9,39,15,28,59,128,3084,1107,1643,1033,330,0,0,1069,0,0,0,1,0,2329,1013,988,733,60,711,29,40,40,46,28,27,18,27,23,26,20,30,23,21,22,22,27,28,23,25,18,27,27,36,38,31,23,21,38,24,35,29,38,44,40,36,55,52,43,45,63,57,44,61,51,57,48,35,60,55,59,54,56,54,47,44,57,60,63,60,39,55,42,48,49,57,50,44,43,51,40,54,51,43,47,50,43,57,44,43,40,39,34,33,31,39,26,42,28,45,39,53,34,29,24,22,35,25,27,18,19,22,22,24,33,21,30,30,26,30,17,22,34,35,23,23,16,10,17,24,27,19,13,18,17,11,15,15,17,19,15,8,19,12,50,32,12,9,10,14,10,8,15,9,3,11,7,6,11,5,7,4,8,3,4,8,29,32,6,3,7,2,5,7,3,3,2,4,17,12,25,36,374,375
5477,MACTAGGART,Ward 9,2040,153,171,545,177,241,220,114,188,32,94,131,53,92,707,38,69,814,156,9,0,178,241,73,83,92,121,132,952,30,243,5,214,424,10,52,22,6,39,40,10,5,1,110,95,1040,85,167,6,0,47,350,1138,75,72,854,46,179,294,35,2,7,11,15,16,17,1432,634,298,563,101,95,0,220,0,0,0,0,0,300,884,540,397,39,204,16,22,13,9,12,15,8,9,14,14,10,7,15,18,6,10,22,11,11,20,10,11,10,6,11,23,11,5,12,12,8,4,4,9,8,10,10,13,19,11,10,12,13,12,8,17,15,21,15,11,19,18,15,14,17,10,15,21,30,15,30,20,18,21,21,23,22,16,26,26,20,19,19,19,16,16,15,21,12,20,22,17,18,14,15,15,14,12,13,17,14,17,18,16,8,20,15,16,17,17,13,11,17,14,12,19,14,10,13,12,16,13,24,24,6,20,16,7,13,8,12,10,7,14,16,5,2,12,8,8,9,6,5,6,17,20,5,7,5,4,8,6,0,4,5,3,3,7,5,4,3,5,6,8,3,6,17,14,6,5,2,1,2,2,0,2,1,1,2,2,22,19,116,122
5476,MAGRATH HEIGHTS,Ward 9,2642,283,234,659,208,281,203,127,143,40,85,151,90,125,815,104,110,1029,29,97,0,248,330,126,118,159,166,215,1232,48,243,20,254,486,12,56,26,7,87,39,19,15,10,138,134,1329,138,241,25,2,137,387,1507,69,85,1203,59,236,310,29,2,18,7,5,35,32,2039,704,416,764,131,101,0,159,0,0,0,0,0,1158,852,432,438,31,248,19,12,25,27,19,18,20,17,16,20,19,41,15,11,16,19,23,17,23,13,23,21,22,29,15,25,16,10,21,14,11,12,9,10,14,10,7,11,8,6,14,11,19,7,15,11,23,32,11,12,10,19,31,17,23,21,27,17,31,23,33,23,33,27,32,23,30,29,27,28,27,31,24,28,27,43,29,22,26,30,29,36,19,22,27,20,24,19,23,26,21,33,17,23,18,18,16,15,17,16,9,16,23,14,16,15,14,20,16,12,16,10,24,25,16,16,11,10,13,16,8,18,4,10,3,9,11,6,14,5,9,6,7,2,35,26,12,8,7,6,7,5,3,7,7,7,3,2,2,5,5,5,2,4,2,4,21,22,8,3,2,3,4,4,4,3,4,2,7,15,25,26,165,178
5280,MALMO PLAINS,Ward 10,1658,829,726,626,246,364,263,232,119,49,98,200,147,348,507,454,312,1273,16,14,0,223,222,71,51,444,94,137,736,83,316,17,819,475,59,16,23,10,89,5,18,9,20,200,349,653,60,419,37,16,39,624,1233,68,112,663,84,1053,157,42,0,12,0,8,67,13,1939,268,1006,648,0,343,304,7,0,0,0,1,0,995,483,544,299,43,849,26,23,28,27,9,12,10,10,6,14,12,6,16,16,7,7,7,9,7,11,10,13,18,9,23,23,17,10,13,15,18,10,16,15,19,18,25,26,21,15,24,25,30,28,20,21,24,24,30,23,34,23,24,24,31,24,20,33,20,24,30,27,17,12,15,15,10,17,20,26,19,14,10,20,13,20,17,17,15,10,11,10,15,14,9,16,14,13,14,14,29,27,11,12,14,13,8,12,13,12,15,8,12,17,14,7,7,10,5,10,16,8,20,15,9,6,14,11,14,10,8,7,9,5,9,10,5,3,2,6,11,4,10,5,19,17,4,2,10,5,7,6,15,4,7,8,7,8,9,9,8,7,12,7,4,9,18,11,10,5,5,6,9,8,5,7,6,2,14,21,15,14,418,405
6441,MAPLE,Ward 12,199,59,51,75,36,8,6,1,4,7,3,6,5,20,86,4,18,108,26,7,0,27,21,8,6,5,16,12,141,0,6,1,66,54,1,0,6,0,0,10,1,3,1,13,19,145,6,6,0,0,4,33,117,18,8,113,1,52,146,22,0,6,0,1,0,0,175,68,66,125,7,9,0,0,0,0,0,0,0,0,0,69,175,7,58,3,4,1,7,2,5,1,0,1,3,0,1,1,2,1,1,1,2,0,1,3,0,1,2,1,8,4,1,3,1,2,1,2,2,3,0,6,2,1,2,3,7,5,8,1,2,3,2,5,6,3,4,3,1,5,2,2,1,2,4,3,2,2,2,3,3,1,2,1,2,2,2,2,1,2,1,0,5,2,2,0,1,0,2,1,0,2,1,1,1,2,3,2,0,2,1,1,2,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,35
6410,MAPLE RIDGE,Ward 11,1725,46,34,330,195,293,300,125,240,71,93,143,151,45,743,78,6,827,35,11,0,88,106,48,38,24,82,103,900,72,231,74,39,725,2,1,42,5,1,0,5,7,4,14,21,885,59,79,11,1,16,374,570,229,257,612,80,57,161,58,2,5,1,4,6,19,1363,339,103,0,0,6,0,0,867,0,0,0,0,907,298,274,256,14,56,8,7,9,10,6,4,8,4,9,7,8,7,4,6,5,14,7,6,7,4,8,7,9,11,10,9,7,10,4,7,13,8,10,4,15,16,12,15,8,9,10,14,10,10,8,15,8,6,8,11,12,7,8,19,14,13,10,11,8,4,12,9,6,11,12,14,6,13,12,11,12,8,11,12,7,14,19,10,8,19,15,10,14,16,8,13,14,9,16,25,8,11,26,18,15,21,15,30,24,14,12,19,18,19,21,20,15,14,9,19,16,19,9,8,16,17,13,16,8,16,21,9,14,8,12,11,8,11,11,10,8,10,7,5,12,8,9,7,14,8,7,4,6,8,6,4,6,10,11,3,3,7,2,4,1,2,3,10,5,3,2,1,6,2,4,0,2,1,5,4,7,9,25,39
6420,MAPLE RIDGE INDUSTRIAL,Ward 11,52,3,1,9,12,4,5,0,2,2,2,2,4,1,12,5,1,18,2,2,0,1,6,2,2,2,3,3,17,2,16,0,2,12,0,0,1,1,0,3,0,0,0,0,1,16,4,0,1,0,4,20,24,4,6,19,2,1,13,0,0,0,4,0,0,1,52,2,2,22,0,0,0,0,0,0,0,0,0,23,7,6,18,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,3,2
2500,MATT BERRY,Ward 4,3637,270,302,819,368,376,272,116,286,63,80,188,59,130,1090,88,103,1281,13,4,0,181,362,179,191,242,148,229,1786,77,453,36,325,517,64,114,38,6,20,55,24,21,34,246,142,1803,158,332,32,7,67,827,1851,134,135,1689,92,308,194,38,4,11,7,7,21,14,2405,1311,493,1073,95,26,0,103,0,1,0,0,0,2620,509,412,296,36,336,23,13,20,18,16,26,31,22,30,28,34,28,22,35,32,30,23,31,38,33,39,33,26,38,14,19,34,24,34,25,31,28,31,34,21,30,30,30,29,24,27,29,22,22,24,31,20,19,25,19,18,22,24,18,17,16,32,22,31,24,31,26,20,17,27,21,30,38,11,24,28,22,26,27,33,17,29,26,25,21,29,30,22,27,38,36,32,34,25,26,26,27,25,25,25,43,34,23,33,32,46,28,40,36,40,32,20,27,29,23,21,21,28,27,24,24,27,24,19,16,18,26,16,20,19,17,13,12,11,14,15,8,9,14,31,30,11,15,15,10,13,4,14,10,7,8,10,11,7,8,5,3,6,8,3,5,19,24,5,4,5,6,2,2,6,2,5,1,18,14,19,29,168,204
4290,MAYFIELD,Ward 1,1574,78,310,320,207,289,227,148,158,34,60,140,245,186,570,143,145,858,25,3,0,100,93,40,51,50,62,182,780,41,241,39,283,571,3,8,28,6,2,1,5,12,6,32,184,736,240,126,23,2,30,249,625,129,153,676,90,289,133,28,4,10,5,10,1,11,1061,355,546,783,15,23,0,65,0,0,0,0,0,1023,206,191,202,17,323,9,9,10,8,6,7,7,2,5,5,4,6,6,9,9,5,4,10,11,6,7,9,7,7,11,12,7,7,8,11,12,11,8,12,10,12,11,6,16,12,12,12,11,16,13,18,9,10,15,10,12,13,12,13,7,11,5,14,8,9,6,9,15,8,5,9,8,10,6,9,12,7,8,8,11,5,11,9,8,10,7,11,7,8,13,11,11,19,15,10,10,6,12,16,11,16,13,13,16,19,14,14,15,20,8,18,26,11,13,21,13,15,6,6,9,10,13,11,8,11,10,9,7,13,4,5,6,9,6,6,7,6,7,4,5,11,9,3,9,7,6,6,5,7,5,5,5,4,5,7,3,2,6,4,4,2,7,8,5,3,4,2,6,3,5,3,3,4,17,12,3,10,190,214
2511,MAYLIEWAN,Ward 3,3727,189,290,615,330,347,322,91,252,44,128,197,337,134,1128,47,98,1273,7,5,0,135,348,166,214,274,172,228,1765,76,478,37,313,517,65,110,22,4,17,38,19,21,43,291,126,1873,143,258,19,4,47,952,1899,107,116,1634,139,311,121,17,1,9,0,20,15,9,2407,1367,432,1216,69,0,0,0,0,0,0,0,0,2947,419,290,192,25,333,15,10,16,9,26,22,25,21,24,30,32,24,27,24,31,28,36,35,37,34,31,37,36,28,13,17,28,39,28,29,40,25,27,37,21,31,17,25,19,21,14,17,21,12,23,11,14,20,11,23,14,16,22,11,25,22,21,27,28,12,20,19,29,16,24,26,22,27,18,16,29,24,32,23,25,22,35,22,21,30,26,26,34,37,22,28,35,29,37,33,20,22,37,35,34,45,36,34,33,37,34,42,37,38,34,25,27,25,27,15,27,29,23,17,32,30,28,30,20,23,29,35,27,19,19,29,12,12,19,23,14,17,10,12,19,36,11,18,9,6,11,10,10,11,9,7,9,10,10,6,5,2,4,6,8,6,28,25,6,5,3,8,6,4,6,2,4,3,18,8,25,28,208,207
3290,MCARTHUR INDUSTRIAL,Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,MCCAULEY,Ward 6,2857,449,1861,541,623,503,428,241,436,221,57,214,188,954,452,1453,674,2579,378,558,0,85,128,47,59,123,103,385,1352,307,519,326,1733,1066,24,131,70,22,55,11,35,52,54,259,800,927,125,713,202,38,33,549,801,325,541,1443,177,1880,374,92,11,49,17,19,54,66,2037,920,2210,1572,294,54,508,893,0,185,2,7,0,1186,536,803,682,14,1946,8,5,12,7,5,8,7,7,3,8,8,7,8,6,6,4,6,13,5,2,11,17,7,21,10,5,9,25,9,21,13,22,16,19,23,26,16,34,16,27,19,27,15,24,17,27,11,6,16,21,25,33,18,41,17,34,16,46,14,31,19,39,21,30,28,36,16,29,7,6,19,28,18,26,15,30,28,37,15,34,22,31,25,47,21,38,23,48,23,58,6,7,32,27,16,53,22,48,25,53,28,41,28,44,20,52,20,46,18,45,26,47,7,8,25,59,17,39,20,40,14,53,18,23,12,30,12,23,8,23,8,24,9,25,8,3,16,18,19,26,9,13,11,15,9,18,7,10,5,3,7,11,9,9,8,11,15,10,9,9,5,8,5,6,5,5,3,8,29,19,9,5,730,1084
